column;Activity;Product;Geography;Matched Substance;Color
17275;petroleum and gas production, onshore;natural gas, high pressure;LY;Gas, natural;#e377c2
17277;petroleum and gas production, onshore;natural gas, high pressure;MX;Gas, natural;#e377c2
17279;petroleum and gas production, onshore;natural gas, high pressure;MY;Gas, natural;#e377c2
17281;petroleum and gas production, onshore;natural gas, high pressure;NG;Gas, natural;#e377c2
17283;petroleum and gas production, onshore;natural gas, high pressure;NL;Gas, natural;#e377c2
17285;petroleum and gas production, onshore;natural gas, high pressure;OM;Gas, natural;#e377c2
17287;petroleum and gas production, onshore;natural gas, high pressure;PE;Gas, natural;#e377c2
17289;petroleum and gas production, onshore;natural gas, high pressure;PL;Gas, natural;#e377c2
17291;petroleum and gas production, onshore;natural gas, high pressure;QA;Gas, natural;#e377c2
17293;petroleum and gas production, onshore;natural gas, high pressure;RO;Gas, natural;#e377c2
17295;petroleum and gas production, onshore;natural gas, high pressure;RU;Gas, natural;#e377c2
17297;petroleum and gas production, onshore;natural gas, high pressure;SA;Gas, natural;#e377c2
17299;petroleum and gas production, onshore;natural gas, high pressure;TH;Gas, natural;#e377c2
17301;petroleum and gas production, onshore;natural gas, high pressure;TM;Gas, natural;#e377c2
17303;petroleum and gas production, onshore;natural gas, high pressure;TR;Gas, natural;#e377c2
17305;petroleum and gas production, onshore;natural gas, high pressure;TT;Gas, natural;#e377c2
17307;petroleum and gas production, onshore;natural gas, high pressure;US;Gas, natural;#e377c2
17309;petroleum and gas production, onshore;natural gas, high pressure;UZ;Gas, natural;#e377c2
17311;petroleum and gas production, onshore;natural gas, high pressure;VE;Gas, natural;#e377c2
16136;natural gas venting from petroleum/natural gas production;natural gas, vented;GLO;Gas, natural;#e377c2
17329;petroleum refinery operation;refinery gas;CH;Gas, natural;#e377c2
18709;sour gas, burned in gas turbine;sour gas, burned in gas turbine;RoW;Gas, natural;#e377c2
18710;sour gas, burned in gas turbine;sour gas, burned in gas turbine;NO;Gas, natural;#e377c2
5556;ferrochromium production, high-carbon, 55% Cr;ferrochromium, high-carbon, 55% Cr;RoW;Chromium;#f7b6d2
5557;ferrochromium production, high-carbon, 55% Cr;ferrochromium, high-carbon, 55% Cr;ZA;Chromium;#f7b6d2
17633;platinum group metal mine operation, ore with high palladium content;palladium;RU;Palladium;#f7b6d2
;platinum group metal, extraction and refinery operations;palladium;ZA;Palladium;#f7b6d3
660;basalt quarry operation;basalt;RoW;Basalt;#ff7f0e
661;basalt quarry operation;basalt;RER;Basalt;#ff7f0e
7171;heavy mineral sand quarry operation;ilmenite, 54% titanium dioxide;AU;Titanium;#ff7f0e
7174;heavy mineral sand quarry operation;ilmenite, 54% titanium dioxide;RoW;Titanium;#ff7f0e
7305;ilmenite - magnetite mine operation;ilmenite, 54% titanium dioxide;GLO;Titanium;#ff7f0e
7172;heavy mineral sand quarry operation;rutile, 95% titanium dioxide;AU;Titanium;#ff7f0e
7175;heavy mineral sand quarry operation;rutile, 95% titanium dioxide;RoW;Titanium;#ff7f0e
7178;heavy mineral sand quarry operation and titania slag production;rutile, 95% titanium dioxide;ZA;Titanium;#ff7f0e
18803;steatite quarry operation;steatite;CA-QC;Steatite;#ff7f0e
18804;steatite quarry operation;steatite;RoW;Steatite;#ff7f0e
7179;heavy mineral sand quarry operation and titania slag production;titania slag, 85% titanium dioxide;ZA;Titanium;#ff7f0e
23045;vanadium-titanomagnetite mine operation and beneficiation;titania slag, 94% titanium dioxide;CN;Titanium;#ff7f0e
1750;cobalt production;cobalt;GLO;Cobalt;#ff9896
1751;cobalt production;cobalt acetate;GLO;Cobalt;#ff9896
1752;cobalt production;cobalt carbonate;GLO;Cobalt;#ff9896
1753;cobalt production;cobalt hydroxide;GLO;Cobalt;#ff9896
1754;cobalt production;cobalt oxide;GLO;Cobalt;#ff9896
8238;lithium brine inspissation;lithium brine, 6.7 % Li;GLO;Lithium;#A9CBA7
22925;tungsten mine operation and beneficiation;tungsten concentrate;CN;Tungsten;#ff9896
22926;tungsten mine operation and beneficiation;tungsten concentrate;RoW;Tungsten;#ff9896
794;beryllium hydroxide production;beryllium hydroxide;RoW;Beryllium;#ffbb78
795;beryllium hydroxide production;beryllium hydroxide;US;Beryllium;#ffbb78
7455;iron ore mine operation and beneficiation;iron ore concentrate;CA-QC;Iron;#ffbb78
16504;niobium mine operation and beneficiation, from pyrochlore ore;iron ore concentrate;BR;Iron;#ffbb78
16507;niobium mine operation and beneficiation, from pyrochlore ore;iron ore concentrate;RoW;Iron;#ffbb78
18075;rare earth element mine operation and beneficiation, bastnaesite and monazite ore;iron ore concentrate;CN-NM;Iron;#ffbb78
23043;vanadium-titanomagnetite mine operation and beneficiation;iron ore concentrate;CN;Iron;#ffbb78
7456;iron ore mine operation, 46% Fe;iron ore, crude ore, 46% Fe;GLO;Iron;#ffbb78
7457;iron ore mine operation, 63% Fe;iron ore, crude ore, 63% Fe;IN;Iron;#ffbb78
7177;heavy mineral sand quarry operation and titania slag production;pig iron;ZA;Iron;#ffbb78
23044;vanadium-titanomagnetite mine operation and beneficiation;pig iron;CN;Iron;#ffbb78
18892;strontium mine operation and beneficiation;strontium sulfate, 90% SrSO4;CN;Strontium;#ffbb78
18893;strontium mine operation and beneficiation;strontium sulfate, 90% SrSO4;ES;Strontium;#ffbb78
18894;strontium mine operation and beneficiation;strontium sulfate, 90% SrSO4;RoW;Strontium;#ffbb78
