column;Activity;Product;Geography;Matched Substance;Color
7179.0;heavy mineral sand quarry operation and titania slag production;titania slag, 85% titanium dioxide;ZA;Titanium;#ff7f0e
23045.0;vanadium-titanomagnetite mine operation and beneficiation;titania slag, 94% titanium dioxide;CN;Titanium;#ff7f0e
22925.0;tungsten mine operation and beneficiation;tungsten concentrate;CN;Tungsten;#ff9896
22926.0;tungsten mine operation and beneficiation;tungsten concentrate;RoW;Tungsten;#ff9896
22976.0;uranium mine operation, open cast;uranium ore, as U;RoW;Uranium;#9467bd
22977.0;uranium mine operation, open cast;uranium ore, as U;RNA;Uranium;#9467bd
22978.0;uranium mine operation, underground;uranium ore, as U;RoW;Uranium;#9467bd
22979.0;uranium mine operation, underground;uranium ore, as U;RNA;Uranium;#9467bd
23021.0;uranium production, in yellowcake, in-situ leaching;uranium, in yellowcake;GLO;Uranium;#9467bd
23092.0;vermiculite mine operation;vermiculite;RoW;Vermiculite;#c5b0d5
23093.0;vermiculite mine operation;vermiculite;ZA;Vermiculite;#c5b0d5
23217.0;wax production, for lost-wax metal casting;wax, lost-wax casting;GLO;;#d62728
23475.0;zeolite production, powder;zeolite, powder;RoW;;#000000
23476.0;zeolite production, powder;zeolite, powder;RER;;#000000
23477.0;zeolite production, slurry, without water, in 50% solution state;zeolite, slurry, without water, in 50% solution state;RoW;;#000000
23478.0;zeolite production, slurry, without water, in 50% solution state;zeolite, slurry, without water, in 50% solution state;RER;;#000000
5949.0;gold mine operation and refining;zinc;SE;Zinc;#8c564b
5960.0;gold-silver mine operation and beneficiation;zinc concentrate;CA-QC;Zinc;#8c564b
18482.0;silver mine operation with extraction;zinc concentrate;PE;Zinc;#8c564b
23492.0;zinc mine operation;zinc concentrate;GLO;Zinc;#8c564b
1768.0;cobalt production;zinc sulfide;GLO;Zinc;#8c564b
7173.0;heavy mineral sand quarry operation;zircon;AU;Zirconium;#c49c94
7176.0;heavy mineral sand quarry operation;zircon;RoW;Zirconium;#c49c94
7180.0;heavy mineral sand quarry operation and titania slag production;zircon;ZA;Zirconium;#c49c94
